STATE/UT,YEAR,POPULATION,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,CRIMES AGAINST SC,CRIMES AGAINST ST,Crimes Against Women,TOTAL IPC CRIMES,LITERACY RATE_ITER,AREA (in sq. km)_ITER,CRIMES AGAINST CHILDREN_ITER,JUVENILES APPREHENDED_ITER,POLICEMEN KILLED_ITER,THEFT CASES REPOERTED_ITER,THEFT VALUE TOTAL_ITER,TOTAL  Dacoity_ITER,TOTAL  Robbery_ITER,TOTAL  Burglary_ITER,TOTAL  Theft_ITER,Total Petty Crime_ITER,Human Rights Violation Cases_ITER,Policemen Chargesheeted_ITER,Polimen Charged_ITER
RAJASTHAN,2009,63024553,1395,1673,80,1519,0,1519,2870,2310,560,53,57,886,5294,22144,12156,9988,1145,842,15037,59,556,21652,436,2485,24,10371,0,7898,70089,4985,1183,17145,166565,65.45,342239.0,1407.0,2298.0,38.0,51499.30935251799,1469853571.319943,53.0,886.0,5294.0,22144.0,28377.0,9.903128322809838,-0.25967626878300454,-0.03997045617151196
SIKKIM,2009,613843,19,7,3,18,0,18,6,6,0,0,0,4,93,62,8,54,39,4,12,2,9,91,0,10,0,6,0,59,225,16,14,40,669,75.73,7096.0,40.0,60.0,2.0,-2260.6906474820134,-95224847.52796212,0.0,4.0,93.0,62.0,159.0,2.9430035360500497,-0.054284014454277774,0.3600303175192905
TAMIL NADU,2009,71484288,1776,2325,26,596,0,596,1372,1133,239,97,34,1144,4221,15712,4973,10739,2397,215,2557,352,580,18147,194,1242,501,1460,0,13528,106215,1312,22,5126,174691,82.11,130060.0,634.0,1430.0,80.0,-14036.690647482013,664061472.1765144,97.0,1144.0,4221.0,15712.0,21174.0,0.0,0.0,0.0
TRIPURA,2009,3542715,133,59,2,190,0,190,121,92,29,7,0,77,231,415,39,376,178,52,110,20,62,1047,29,384,5,815,0,225,1324,7,27,1515,5486,85.15,10486.0,163.0,87.0,2.0,-11988.690647482013,-171756918.57191727,7.0,77.0,231.0,415.0,730.0,2.852091080659431,-0.37855171881551897,0.5632860568424407
UTTAR PRADESH,2009,194140928,4534,4141,1439,1759,0,1759,6083,5078,1005,365,59,2285,5260,29226,16109,13117,4263,3917,8845,339,254,10934,2232,2782,2524,8566,0,12159,60918,7522,4,22941,172884,72.56,240928.0,3085.0,438.0,115.0,35115.30935251799,1438745612.6695714,365.0,2285.0,5260.0,29226.0,37136.0,2.8382814090422652,6.987657571745007,1.0369460017762693
UTTARAKHAND,2009,9217604,195,185,51,111,0,111,275,247,28,35,7,179,363,1601,735,866,466,156,544,43,17,1198,94,119,249,361,0,685,1868,58,0,1181,8802,76.9,53566.0,33.0,180.0,18.0,3371.3093525179866,43633173.711812824,35.0,179.0,363.0,1601.0,2178.0,3.698819118836404,0.6673351634449345,0.7434699559372606
WEST BENGAL,2009,88336987,2068,2119,931,2336,0,2336,2750,2187,563,214,724,751,329,17133,3709,13424,6700,918,3298,153,344,11196,506,1942,108,16112,5,3623,38776,21,16,23196,113036,73.28,88752.0,484.0,160.0,22.0,-14036.690647482013,729087259.7968749,214.0,751.0,329.0,17133.0,18427.0,0.0,0.0,0.0
A & N ISLANDS,2009,492605,15,4,4,18,0,18,16,14,2,0,0,11,86,134,10,124,11,7,20,2,12,89,1,30,7,21,0,2,451,0,2,91,941,82.29,8249.0,41.0,1872.1394789615827,0.0,-21076.690647482013,-1298389.5288320482,0.0,11.0,86.0,134.0,231.0,2.4591019027198326,13.589367555363012,6.626486280816847
CHANDIGARH,2009,1075059,22,18,8,29,0,29,40,36,4,4,3,27,241,1731,1117,614,66,38,193,4,4,63,2,26,2,51,0,7,976,0,0,146,3555,83.75,114.0,71.0,134.0,5.0,-22228.690647482013,-175511567.2274989,4.0,27.0,241.0,1731.0,2003.0,0.0,0.0,0.0
D & N HAVELI,2009,248338,10,5,1,4,0,4,12,9,3,9,0,2,43,63,21,42,53,17,20,1,5,23,0,2,1,3,0,17,151,1,16,19,442,77.63,491.0,11.0,26.0,0.0,-5780.690647482013,-123574188.91450438,9.0,2.0,43.0,63.0,117.0,2.7883783129089617,-0.28542893416954396,0.31803923207308404
DAMAN & DIU,2009,182155,5,4,1,1,0,1,0,0,0,0,0,4,33,41,27,14,29,8,4,3,3,14,0,4,1,3,0,40,78,2,0,9,276,98.18,112.0,2.0,2.0,0.0,-28692.690647482013,-327432533.93824065,0.0,4.0,33.0,41.0,78.0,2.5043210482455946,-1.2301594706889754,0.7214977233606219
LAKSHADWEEP,2009,70304,0,1,0,1,0,1,0,0,0,3,0,0,1,10,5,5,44,0,0,0,2,14,0,0,0,0,0,0,58,0,0,1,134,88.48,32.0,0.0,0.0,0.0,-17876.690647482013,-233016573.15029755,3.0,0.0,1.0,10.0,14.0,2.6195931954080818,-0.7814715114402802,0.5298760447005799
PUDUCHERRY,2009,1098503,37,25,5,1,0,1,18,13,5,7,5,9,71,711,502,209,141,7,47,5,11,901,0,53,16,10,0,233,2278,29,0,93,4591,82.8,479.0,21.0,79.0,0.0,-13012.690647482013,-145929889.55547792,7.0,9.0,71.0,711.0,798.0,2.662138441875348,-0.6935692125457225,0.3725539640273081
ANDHRA PRADESH,2010,90282867,2538,1953,155,1362,0,1362,2053,1531,522,134,2,550,8200,26756,7422,19334,2231,1130,9164,186,925,46777,588,4634,4562,12080,0,14085,41373,4321,807,24757,181438,73.84,275045.0,1823.0,1863.0,46.0,35115.30935251799,1307974198.6393557,134.0,550.0,8200.0,26756.0,35640.0,0.0,0.0,0.0
ARUNACHAL PRADESH,2010,1301020,75,34,3,47,0,47,67,46,21,15,0,69,211,445,139,306,31,59,91,0,28,439,0,84,1,12,0,106,622,0,54,190,2439,77.77,83743.0,20.0,81.0,0.0,6443.309352517987,-19862387.979151554,15.0,69.0,211.0,445.0,740.0,0.0,0.0,0.0
ASSAM,2010,29873851,1223,431,46,1721,5,1716,3250,2767,483,248,12,662,3458,7860,2124,5736,2183,992,1371,68,437,5744,175,1400,20,5410,0,2847,22110,7,3,11493,61668,93.23,78438.0,197.0,383.0,13.0,-5844.690647482013,200643583.1238767,248.0,662.0,3458.0,7860.0,12228.0,5.0,0.0,0.0
BIHAR,2010,93964050,3362,2915,344,795,0,795,3674,2569,1105,644,46,1538,3437,15544,4257,11287,8809,1071,3025,52,660,15328,1257,534,16,2271,8,5615,56508,3516,71,7450,127453,71.01,94163.0,1843.0,693.0,15.0,18731.309352517987,758171295.0177256,644.0,1538.0,3437.0,15544.0,21163.0,9.0,5.0,4.0
CHHATTISGARH,2010,23715086,1065,756,30,1012,0,1012,359,279,80,122,15,552,3711,5805,2139,3666,1092,196,813,59,319,10188,115,1706,182,861,2,2907,23091,271,386,4157,54958,80.45,135191.0,1463.0,2128.0,82.0,-5844.690647482013,138650926.961882,122.0,552.0,3711.0,5805.0,10190.0,0.0,0.0,0.0
GOA,2010,1576280,35,27,3,36,0,36,25,18,7,2,0,39,368,1034,359,675,64,57,117,33,23,177,1,36,16,17,0,256,927,1,0,124,3293,84.59,3702.0,79.0,76.0,0.0,-18132.690647482013,-191829256.55368373,2.0,39.0,368.0,1034.0,1443.0,1.0,0.0,0.0
GUJARAT,2010,56440178,1048,462,44,408,0,408,1447,1290,157,186,18,1384,4071,16794,9817,6977,1623,1214,1002,255,260,10131,19,668,110,5600,0,5907,63788,1008,155,8095,116439,85.56,196024.0,1006.0,1688.0,57.0,2347.3093525179866,866837568.1981117,186.0,1384.0,4071.0,16794.0,22435.0,8.0,2.0,0.0
HARYANA,2010,25061016,1005,836,63,720,0,720,963,714,249,147,248,734,4445,16266,11299,4967,1414,919,1662,29,221,3733,284,476,580,2720,0,1595,20060,380,0,5494,59120,75.98,44212.0,303.0,836.0,26.0,-14036.690647482013,622505878.8638486,147.0,734.0,4445.0,16266.0,21592.0,1.0,1.0,0.0
HIMACHAL PRADESH,2010,7052334,132,74,12,160,0,160,194,162,32,2,0,11,743,838,334,504,615,110,318,4,127,1374,2,350,78,275,0,610,7020,101,2,1027,13049,81.56,55673.0,246.0,206.0,5.0,-4820.690647482013,-128001318.57474749,2.0,11.0,743.0,838.0,1594.0,0.0,0.0,0.0
JAMMU & KASHMIR,2010,11401351,217,711,26,245,0,245,896,840,56,6,0,61,1406,2510,967,1543,2169,150,422,19,224,278,9,1038,262,211,0,494,11869,1,0,2605,23223,68.86,222236.0,17.0,27.0,25.0,43307.30935251799,300533089.8564368,6.0,61.0,1406.0,2510.0,3983.0,0.0,0.0,0.0
JHARKHAND,2010,30689605,1689,1028,82,773,0,773,978,696,282,335,19,709,1357,7090,2709,4381,2447,505,988,16,185,4271,276,245,16,650,8,1745,13477,577,234,2664,38889,74.26,74677.0,54.0,96.0,55.0,6443.309352517987,339777513.7638994,335.0,709.0,1357.0,7090.0,9491.0,3.4023468415178053,2.6453576830116163,1.241793220925155
KARNATAKA,2010,61843534,1805,1850,94,586,0,586,1374,586,788,272,300,1949,6059,20093,10840,9253,7710,464,5543,192,286,21835,248,2544,83,3441,0,471,65123,2505,294,7488,142322,79.47,191791.0,409.0,180.0,22.0,18731.309352517987,1025166070.6538368,272.0,1949.0,6059.0,20093.0,28373.0,0.0,0.0,0.0
KERALA,2010,33967620,363,361,86,634,0,634,261,184,77,74,221,636,2682,4380,1486,2894,8724,343,3581,54,374,18532,22,2936,537,4797,0,47,98668,583,88,9110,148313,92.66,38863.0,596.0,801.0,5.0,-22228.690647482013,-60259060.21596891,74.0,636.0,2682.0,4380.0,7772.0,0.0,0.0,0.0
MADHYA PRADESH,2010,69561812,2423,2277,123,3135,0,3135,1187,1030,157,110,110,1919,9897,21577,11353,10224,2606,507,1779,33,748,39193,892,6646,918,3756,5,7038,107390,3374,1384,16382,214269,70.31,308245.0,4912.0,6028.0,31.0,18731.309352517987,1172063550.27992,110.0,1919.0,9897.0,21577.0,33503.0,10.43743737054265,-0.13814293667235944,2.4660852939205924
MAHARASHTRA,2010,110911542,2744,1926,152,1599,0,1599,1508,1124,384,778,285,3721,16617,52565,18676,33889,8412,1948,8684,389,1229,29696,393,3661,1180,7434,0,13508,49739,1132,292,15391,208168,84.13,307713.0,3264.0,5884.0,97.0,-63188.69064748201,2163866669.1576567,778.0,3721.0,16617.0,52565.0,73681.0,1.0,0.0,0.0
MANIPUR,2010,2746055,92,258,1,34,0,34,199,107,92,0,196,2,66,417,254,163,65,24,59,7,86,227,0,31,0,18,0,1,932,0,0,190,2715,83.95,22327.0,73.0,0.0,1.0,-14292.690647482013,-198902704.95219374,0.0,2.0,66.0,417.0,485.0,0.0,0.0,0.0
MEGHALAYA,2010,2664207,134,60,8,149,0,149,71,37,34,42,1,67,166,664,152,512,7,37,98,4,52,154,0,48,0,24,0,53,666,0,0,258,2505,73.27,22429.0,110.0,110.0,0.0,-1748.6906474820134,-64153901.01100538,42.0,67.0,166.0,664.0,939.0,0.0,0.0,0.0
MIZORAM,2010,979999,48,27,7,92,0,92,9,0,9,3,0,16,425,823,69,754,0,25,79,12,15,116,0,75,0,3,0,44,355,0,0,170,2174,88.49,21081.0,50.0,76.0,1.0,-13012.690647482013,-166857027.03052217,3.0,16.0,425.0,823.0,1267.0,3.1814681064687886,-0.7345090345130805,0.4916161939069519
NAGALAND,2010,2294197,45,35,13,16,0,16,50,6,44,3,0,63,62,397,80,317,2,13,39,3,1,36,0,13,3,1,0,22,242,0,0,39,1059,71.23,16579.0,10.0,46.0,0.0,-468.69064748201345,-54663638.44314587,3.0,63.0,62.0,397.0,525.0,0.0,0.0,0.0
ODISHA,2010,43015702,1308,1436,31,1025,0,1025,1016,912,104,346,117,1491,2855,7572,2627,4945,1779,322,1108,29,430,7181,388,2905,232,2067,5,3450,19366,1710,556,7534,56459,80.18,155707.0,194.0,527.0,12.0,18731.309352517987,515031282.8430673,346.0,1491.0,2855.0,7572.0,12264.0,5.0,1.0,0.0
PUNJAB,2010,27611548,907,994,120,546,0,546,789,576,213,65,143,241,2661,5446,2467,2979,0,243,3527,75,101,4873,121,349,38,1163,0,3350,10896,115,0,2793,36648,78.35,50362.0,627.0,226.0,110.0,-14036.690647482013,-71707699.97512743,65.0,241.0,2661.0,5446.0,8413.0,2.7157975055237205,6.04317620780173,3.216502742315952
RAJASTHAN,2010,63846695,1421,1557,104,1571,0,1571,2985,2477,508,37,84,872,4714,22324,13245,9079,986,789,16584,36,478,19247,462,2339,23,11145,0,7978,67221,4979,1319,18017,162957,66.08,342239.0,1318.0,2223.0,44.0,51499.30935251799,1506473376.6135464,37.0,872.0,4714.0,22324.0,27947.0,9.704725541968424,-0.7034667809798121,0.005859788005308619
SIKKIM,2010,623967,17,6,2,18,0,18,6,6,0,1,0,7,72,53,8,45,4,1,20,3,7,73,1,11,0,3,0,47,200,3,1,39,552,76.6,7096.0,29.0,66.0,1.0,-3284.6906474820134,-101272577.83379808,1.0,7.0,72.0,53.0,133.0,2.9411839789048253,-0.1489905088746779,0.3543012695933423
TAMIL NADU,2010,72682776,1875,2641,32,686,0,686,1720,1464,256,85,12,1817,4715,14583,5045,9538,2664,177,3259,312,636,21309,165,1405,638,1570,0,14644,110733,1631,33,5928,185678,83.19,130058.0,810.0,1091.0,67.0,-14036.690647482013,596267616.717211,85.0,1817.0,4715.0,14583.0,21200.0,4.446782725160985,3.344587739831219,0.6791565557606889
TRIPURA,2010,3586662,150,63,8,238,0,238,114,91,23,16,2,65,221,457,64,393,163,53,122,6,51,1136,25,376,9,937,0,237,1356,11,35,1676,5805,86.64,10486.0,227.0,45.0,2.0,-13524.690647482013,-198155421.79962897,16.0,65.0,221.0,457.0,759.0,2.7860870087972893,-0.41484628672857937,0.6065567821559661
UTTAR PRADESH,2010,197975303,4401,4004,1401,1563,1,1562,6321,5468,853,337,48,2577,4915,31153,18216,12937,4186,3817,9553,426,170,10336,2217,2793,11,7978,0,14472,61500,6272,0,20030,174179,74.46,240928.0,2332.0,781.0,105.0,35115.30935251799,1736391682.3554683,337.0,2577.0,4915.0,31153.0,38982.0,6.0,5.0,0.0
UTTARAKHAND,2010,9311652,176,219,60,121,0,121,286,249,37,12,2,162,310,2138,871,1267,458,167,567,33,17,974,75,125,165,334,0,738,2101,35,0,1069,9240,77.56,53566.0,31.0,148.0,15.0,299.30935251798655,44349818.13529837,12.0,162.0,310.0,2138.0,2622.0,3.375520931780577,0.6786772433586501,0.5596911774827338
WEST BENGAL,2010,89299017,2398,2111,630,2311,0,2311,3345,2764,581,288,687,798,388,19389,4123,15266,6809,1011,3260,214,331,12764,507,2465,163,17796,8,2847,49096,63,47,26014,129616,73.86,88752.0,880.0,277.0,25.0,-14036.690647482013,819051283.0271431,288.0,798.0,388.0,19389.0,20863.0,1.0,0.0,0.0
A & N ISLANDS,2010,511170,9,7,4,24,0,24,10,8,2,1,0,7,80,121,22,99,11,10,56,0,12,80,0,31,10,9,0,9,489,0,1,82,980,82.42,8249.0,51.0,1872.1411698150196,1.0,-21460.690647482013,-6949846.965327829,1.0,7.0,80.0,121.0,209.0,2.4489592374774127,13.628132847471178,6.6699259992036914
CHANDIGARH,2010,1098033,21,30,9,31,0,31,38,28,10,5,6,67,236,1481,898,583,65,23,163,3,9,65,5,29,4,41,0,6,1036,0,0,138,3373,83.98,114.0,59.0,166.0,0.0,-16084.690647482013,-123526571.8633041,5.0,67.0,236.0,1481.0,1789.0,2.4855746181598724,-0.6761824184562668,0.3309348674759267
D & N HAVELI,2010,251919,6,0,1,3,0,3,18,10,8,2,0,3,25,63,34,29,44,12,18,1,2,11,0,11,2,3,0,20,133,0,2,29,378,80.13,491.0,13.0,19.0,0.0,-8660.690647482013,-148600422.3505134,2.0,3.0,25.0,63.0,93.0,2.738577442886349,-0.39379362166615106,0.36039476998764286
DAMAN & DIU,2010,185362,5,2,1,1,0,1,2,2,0,6,0,0,27,47,29,18,11,4,5,0,0,12,0,2,0,3,0,38,37,0,0,8,203,194.45408646466726,112.0,2.0,9.0,0.0,91179.30935251799,1767770157.9463315,6.0,0.0,27.0,47.0,80.0,22.137059780024728,4465.589533644559,1614.249934848322
LAKSHADWEEP,2010,71687,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,3,0,0,0,2,1,0,0,0,0,0,0,26,0,0,0,42,88.7,32.0,0.0,0.0,0.0,-18124.690647482013,-235408864.54736546,0.0,0.0,5.0,5.0,10.0,2.617235280177798,-0.7884077308816293,0.530288115695059
PUDUCHERRY,2010,1115085,33,19,16,3,0,3,17,14,3,2,10,5,72,534,384,150,131,12,77,3,10,806,1,46,22,7,0,242,1867,31,0,93,3935,82.99,479.0,16.0,43.0,0.0,-12500.690647482013,-155623715.05038953,2.0,5.0,72.0,534.0,613.0,2.632465492711741,-0.6259706473731654,0.3551594053039868
ANDHRA PRADESH,2011,91912596,2808,2229,171,1442,0,1442,2154,1612,542,126,7,600,8300,28267,8966,19301,2210,1174,9748,224,1021,54452,599,4849,3658,13376,0,13973,38392,4016,805,25536,189780,67.02,275045.0,2213.0,1869.203994610428,-162.3080460434653,67883.30935251799,1649248293.3037386,126.0,600.0,8300.0,28267.0,37293.0,17.286913092833693,-21.925696817037426,-8.125158699999321
ARUNACHAL PRADESH,2011,1325322,65,29,2,42,0,42,93,60,33,13,0,64,183,414,152,262,49,54,74,2,34,379,0,51,0,18,0,98,622,0,34,171,2286,65.38,83743.0,35.0,1872.1050097140042,-167.81057212009492,61739.30935251799,725535237.4493213,13.0,64.0,183.0,414.0,674.0,14.421530804888661,-18.810232534864422,-3.919512221651579
ASSAM,2011,30248340,1303,504,48,1700,0,1700,3764,3192,572,305,4,837,3327,8309,585,7724,2328,920,1495,60,506,6306,121,1193,8,5246,2,2915,25513,0,2,11462,66714,72.19,78438.0,236.0,1871.1644250891047,-165.90498893818378,43307.30935251799,894945695.661086,305.0,837.0,3327.0,8309.0,12778.0,13.763761810642887,-19.359604523465336,-5.4086750610135885
BIHAR,2011,95223170,3198,3327,348,934,1,933,4268,3050,1218,556,105,1381,3629,16292,5041,11251,9768,1741,3776,64,705,19391,1413,790,11,2607,10,5877,55705,3623,97,8815,135896,61.8,94163.0,2233.0,1870.4176256013639,-164.64289959282866,51499.30935251799,1195867718.0266705,556.0,1381.0,3629.0,16292.0,21858.0,9.836463620417618,-14.051375736728868,-5.054326293174258
CHHATTISGARH,2011,24070759,1110,747,28,1053,0,1053,472,365,107,68,7,470,3548,5315,2292,3023,934,180,980,65,289,11105,104,1654,174,834,2,2856,25223,253,336,4186,57218,70.28,135191.0,1782.0,1871.4455319255896,-166.36502341362785,67883.30935251799,709170304.6843778,68.0,470.0,3548.0,5315.0,9401.0,15.37798394157431,-18.10434663521305,-4.375919780195999
GOA,2011,1604384,48,22,6,29,0,29,28,17,11,2,0,26,318,1115,463,652,74,45,142,31,24,215,1,29,12,18,0,263,1001,4,1,106,3449,88.7,3702.0,75.0,1872.0411967795208,-167.6991823138854,14635.309352517987,363546422.51435184,2.0,26.0,318.0,1115.0,1461.0,12.28479376488633,-20.29992130312244,-3.62306281927038
GUJARAT,2011,57086389,1126,478,43,439,0,439,1614,1442,172,221,24,1368,4509,16043,8934,7109,1615,1339,1399,256,263,10159,30,685,93,6052,0,5827,69788,1063,153,8741,123371,78.03,196024.0,1131.0,1870.4079643016132,-164.55392550264793,35115.30935251799,1113396996.452818,221.0,1368.0,4509.0,16043.0,22141.0,15.336030825654124,-17.669061279558846,-5.461075823026075
HARYANA,2011,25531730,1062,851,60,733,0,733,959,733,226,167,176,638,5011,17425,12541,4884,1466,812,1761,18,166,3423,255,474,490,2740,0,1505,20549,408,0,5425,60741,75.55,44212.0,280.0,1870.3172699721054,-164.4146791647338,35115.30935251799,1238836418.0238934,167.0,638.0,5011.0,17425.0,23241.0,11.640460277191131,-18.49482001764796,-6.275683181914628
HIMACHAL PRADESH,2011,7173879,130,50,6,168,0,168,212,191,21,1,0,10,995,1042,356,686,530,143,359,4,110,1251,4,331,62,239,0,563,8102,94,4,995,14312,82.8,55673.0,261.0,1872.005323817662,-167.56813010727168,37163.30935251799,482967785.1205317,1.0,10.0,995.0,1042.0,2048.0,13.923784079788835,-20.048363779693762,-3.7852518507255093
JAMMU & KASHMIR,2011,11561741,169,494,29,277,0,277,1077,1023,54,14,0,88,1516,2655,930,1725,1405,195,612,39,205,246,11,1194,350,286,0,385,13257,1,0,3141,24504,67.16,222236.0,25.0,1871.830177350331,-167.22852657369424,90411.30935251799,990304093.355457,14.0,88.0,1516.0,2655.0,4273.0,18.1292590312526,-19.059401780656682,-4.2406013648450855
JHARKHAND,2011,31125719,1747,718,83,784,0,784,941,660,281,309,40,614,1235,6378,1872,4506,2133,447,907,22,138,4403,282,317,7,659,6,1728,11940,636,309,2715,35838,66.41,74677.0,85.0,1871.4758801609228,-166.64448725396988,47403.30935251799,915651977.4606389,309.0,614.0,1235.0,6378.0,8536.0,13.94730659333539,-19.601637503543554,-4.615392012299734
KARNATAKA,2011,62923535,1820,1837,85,636,0,636,1395,715,680,214,399,2123,6136,19834,10226,9608,7265,440,5850,105,231,21295,267,2608,81,3712,12,750,60505,2481,285,8031,137600,75.36,191791.0,334.0,1869.9317007177106,-163.56873108618518,51499.30935251799,1578579913.7406635,214.0,2123.0,6136.0,19834.0,28307.0,14.841954115034124,-17.525381614930783,-7.237723186483737
KERALA,2011,34199435,365,521,105,1132,0,1132,299,221,78,71,245,741,3001,4704,1454,3250,10754,340,5155,56,450,21747,15,3756,573,5377,0,65,112665,761,231,11074,172137,94.0,38863.0,1452.0,1871.5117108242987,-166.50940915346555,26923.309352517987,448703924.04630464,71.0,741.0,3001.0,4704.0,8517.0,13.197493330465203,-19.901040486295923,-4.06036474214326
MADHYA PRADESH,2011,70616363,2511,2340,139,3406,0,3406,1288,1088,200,118,117,1952,10230,22414,11595,10819,2080,557,1860,12,784,35711,811,6665,762,3732,45,7478,112082,3245,1284,16509,217094,69.32,308245.0,4381.0,1869.4734286933697,-162.41069201269605,100651.30935251799,1426499303.3830686,118.0,1952.0,10230.0,22414.0,34714.0,18.304872579951525,-16.833844426625014,-6.822147478068789
MAHARASHTRA,2011,112551610,2818,2105,144,1701,0,1701,1669,1252,417,773,291,4249,16313,53449,19270,34179,8556,1883,9098,351,1255,29769,339,3794,1071,7136,0,13024,45114,1143,321,15293,204902,82.34,307713.0,3362.0,1866.2672153860774,-156.48680350440426,2347.3093525179866,2316499406.7911096,773.0,4249.0,16313.0,53449.0,74784.0,15.492965790826428,-22.182311698343113,-12.853892792013573
MANIPUR,2011,2797463,78,245,4,53,0,53,169,116,53,1,154,7,52,719,553,166,70,42,126,12,99,292,1,38,0,39,0,2,1015,0,1,247,3218,79.85,22327.0,87.0,1872.0928429242474,-167.81146102355336,28971.309352517987,470226354.8929342,1.0,7.0,52.0,719.0,779.0,12.766736298789862,-19.840711487590845,-3.6815344399140497
MEGHALAYA,2011,2704745,170,51,3,130,0,130,87,37,50,49,0,63,145,696,190,506,8,52,166,13,34,197,1,74,1,21,3,90,701,0,0,267,2755,73.78,22429.0,104.0,1872.081211418519,-167.77507765898258,37163.30935251799,537572476.0154034,49.0,63.0,145.0,696.0,953.0,12.90252149324187,-19.485747638364366,-3.7664995746496768
MIZORAM,2011,991322,26,24,8,77,0,77,6,0,6,1,0,6,336,734,39,695,0,21,66,2,19,97,0,72,1,9,0,37,279,0,0,159,1821,91.58,21081.0,52.0,1872.0735236985424,-167.7493362492943,16683.309352517987,353749435.66125244,1.0,6.0,336.0,734.0,1077.0,12.744550090570197,-20.358723916253016,-3.4978879735343162
NAGALAND,2011,2330916,46,43,11,23,0,23,34,3,31,7,0,59,73,360,85,275,1,16,31,5,2,55,0,9,0,1,0,15,292,0,0,36,1083,80.11,16579.0,20.0,1872.117368113855,-167.84310630270562,28459.309352517987,460989639.26367605,7.0,59.0,73.0,360.0,499.0,12.755075005706232,-19.826384553951964,-3.679823376179905
ODISHA,2011,43734549,1477,1621,51,1112,0,1112,1139,1008,131,417,84,1583,3031,8724,2986,5738,1556,250,1391,10,423,7894,465,3207,235,2320,0,3778,20509,1455,484,8347,61277,73.45,155707.0,315.0,1871.0858740360993,-165.75076012338567,59691.30935251799,1120961693.7268057,417.0,1583.0,3031.0,8724.0,13755.0,14.63180694902194,-15.998824369864707,-4.66002232535761
PUNJAB,2011,27993488,842,997,112,479,0,479,681,517,164,28,143,236,2488,4784,2107,2677,0,281,3571,58,83,4757,143,282,31,1136,0,3576,10175,90,0,2588,34883,75.84,50362.0,622.0,1871.5777738300008,-166.71189176130386,39211.30935251799,620274822.1102978,28.0,236.0,2488.0,4784.0,7536.0,13.588617581816408,-19.719214652051164,-4.641290880242704
RAJASTHAN,2011,64670084,1461,1566,100,1800,0,1800,3204,2713,491,28,72,727,4510,21099,12566,8533,751,741,17497,56,473,17977,514,2447,9,12218,0,8122,70250,5182,1263,19701,165622,63.82,342239.0,1491.0,1870.0449594544345,-164.04821087909434,100651.30935251799,1809572115.181168,28.0,727.0,4510.0,21099.0,26364.0,19.217518270674038,-20.83707295515722,-6.547644199256827
SIKKIM,2011,634329,14,7,8,16,0,16,10,10,0,0,0,5,60,72,8,64,25,4,31,3,4,75,0,24,0,4,0,57,177,9,8,54,596,80.42,7096.0,29.0,1872.1467981847363,-167.89522595814398,26219.309352517987,422482768.7588551,0.0,5.0,60.0,72.0,137.0,12.584620579475317,-19.89473025129737,-3.643128055665316
TAMIL NADU,2011,73894269,1877,2962,28,677,0,677,1984,1743,241,101,11,2066,4848,13924,4911,9013,3009,238,3872,275,706,21167,152,1467,464,1812,0,16076,115163,1391,23,6315,192879,80.33,130058.0,925.0,1870.5219234797478,-164.64991566021786,35115.30935251799,1127219747.3511372,101.0,2066.0,4848.0,13924.0,20939.0,12.76341832380751,-16.49885133874404,-6.2988926053205025
TRIPURA,2011,3630854,163,75,0,205,0,205,154,116,38,11,0,50,227,494,59,435,175,54,99,9,58,1340,30,294,9,702,0,14,1640,22,30,1356,5803,81.42,10486.0,102.0,1872.096659417453,-167.79375754605485,25899.309352517987,429630078.6957136,11.0,50.0,227.0,494.0,782.0,12.636646602279562,-19.895570603482366,-3.659982183648793
UTTAR PRADESH,2011,201891234,4951,4653,1454,2042,0,2042,8500,7525,975,379,39,3148,5765,36683,21363,15320,5022,3721,9941,270,477,12234,2322,3455,3,7121,0,14380,68575,7702,35,22468,195135,64.68,240928.0,5500.0,1868.4557379869843,-161.21104135338274,2347.3093525179866,1569338015.149475,379.0,3148.0,5765.0,36683.0,45975.0,8.67620517872854,-14.240362440014554,-7.4649807798330645
UTTARAKHAND,2011,9406398,178,189,54,129,0,129,314,283,31,13,1,179,342,2093,840,1253,401,115,519,26,17,852,83,116,72,307,0,696,2078,32,0,990,8774,79.63,53483.0,83.0,1871.9456990914798,-167.5346373572792,35115.30935251799,595044890.4189771,13.0,179.0,342.0,2093.0,2627.0,13.232763974378646,-19.53002813384104,-3.887577899361437
